23880976	/m/076tl03	The Chinese Stuntman	1982-07-15			"{""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}"	"{""/m/03h64"": ""Hong Kong"", ""/m/06f32"": ""Taiwan""}"	"{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/03k9fj"": ""Adventure""}"	Chang Wei , a stuntman, is called to the secret island owned by the mysterious Fu Chi . Here he competes in a martial arts tournament to investigate the suspicious surroundings.
23992055	/m/07kf6f6	The Summer Guest	1992-03-13		86	"{""/m/02ztjwg"": ""Hungarian language""}"	"{""/m/03gj2"": ""Hungary""}"	"{""/m/07s9rl0"": ""Drama""}"	"The story opens as Deepa , a medical college student, sings a song during the cultural festival. She is being surrounded by lush green fields and mountains but the college, or even the stage for that matter, is nowhere in sight. The next scene shifts to three robbers, ogling at Deepa. She is on her way to write her college examinations. But while wheeling her punctured scooter, the robbers snatch her chain and escape on a bike. In comes hero David  who does a chase after them. He returns empty-handed and recognizes Deepa from the college function earlier. He praises her amazing vocal skills and gives his gold crucifix chain as a gift. Deepa refuses, but David then gives a sermon about Hindu-Christian difference. Yet, she still does not accept it. David also gives his 'stepnee'  tyre to Deepa. This incident is one of the most important scenes in the movie. The next day, David goes to Deepa's house. He overhears Deepa singing a devotional song and stands mesmerized by her voice. He asks Deepa to return his tyre. Deepa informs him that her scooter has been sent for service. David also impresses her mother with his gentlemanly manners. The scene then shifts to David's confrontation with the robbers who also happen to be the accomplices of his father's best friend . David starts a sermon about the greatness of the crucifix and gives it to the robbers for cleansing their sins. The robbers have a dramatic change of heart and praise David as their savior. They also give back the chain they stole from Deepa during the beginning of the filmhttp://www.youtube.com/watch?vrelated. Deepa learns that David is an automobile engineer and visits his workshop, and sees ""high-end models"" specifically designed by David. David then returns Deepa's chain that he had got from the robbers. He also presents the crucifix along with her chain. David and Deepa then fall in love. Deepa's mother is concerned that her daughter might be tricked into love by David. Deepa consoles her and praises David's manners. Meanwhile, the robbers turn over a new leaf and begin to work in David's workshop. The mechanics then prod David to tell them about his affair with Deepa. David blushes.http://www.youtube.com/watch?vPlayList&p0&playnextBRPPCdatuPo&featureurN6mrM8iAw&feature=related. Deepa accuses David that he used her just like the stepnee tyre that was shown in the beginning. David then explains that he never used her but always thought of her as his stepping stone to success . Deepa refuses to be consoled and gives back the gold crucifix chain to David. She then leaves the place with sorrow. Manju gets angry with David again. She asks David to give the chain to whomever he likes. David then puts the chain around Manju's neck. Manju takes it as the holy 'mangalsutra', and says that she is now all his. David and Manju circle the car by which they came, three times. This scene symbolically indicates that the marriage of David and Manju has been made in heaven, marked by the circling of the holy fire thrice in actual marriages. The next scene shows a cargo airplane taking off, presumably with David and Manju inside it, for Canada."
23992427	/m/07kj9fj	The Unborn	1991-03-29		83	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}"	The story centers around a married couple. The unfertile wife Virginia ([[Brooke Adams , and her husband Brad Marshall , decide to join an experimental in-vitro fertilization program developed by Dr. Richard Meyerling . The trial succeeds, but along the pregnancy, Virginia finds that something unusual is happening to the fetus. A further investigation shows that she is part of an experiment conducted by an insane doctor.
23992491	/m/075xvkm	The Arrival of Averill	1992		95	"{""/m/04306rv"": ""German Language""}"	"{""/m/0h7x"": ""Austria""}"	"{""/m/07s9rl0"": ""Drama""}"	The story centers around a married couple. The unfertile wife Virginia ([[Brooke Adams , and her husband Brad Marshall , decide to join an experimental in-vitro fertilization program developed by Dr. Richard Meyerling . The trial succeeds, but along the pregnancy, Virginia finds that something unusual is happening to the fetus. A further investigation shows that she is part of an experiment conducted by an insane doctor.
23992707	/m/07kj9gd	Nothing Personal	2009-12-10		85	"{""/m/02h40lc"": ""English Language""}"	"{""/m/03rt9"": ""Ireland"", ""/m/059j2"": ""Netherlands""}"	"{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}"	A young, rebellious Dutch woman  walks the trails of Ireland, vagabond by choice, enjoying the solitude she was looking for in the austere landscape of Connemara. He  is a young senior man, living a solitary life in a secluded house on a beautiful island. She is radical and uncompromising. He is wise and ironic. What connects them is solitude they both see as freedom. He proposes her to work for him in exchange for food. She agrees at one condition: there will be no personal contact between them, just work. Soon the two of them become curious about each other and want both: to keep their “nothing personal” deal and to break it. Their simple life follows the cycle of days and nights, work and rest but slowly brings the two of them closer to each other. It's only a matter of time before one of them breaks the deal.{{cite web}}
23992852	/m/07k62q3	The Queen of Hearts	2009-01-24		84	"{""/m/064_8sq"": ""French Language""}"	"{""/m/0f8l9c"": ""France""}"	"{""/m/01z4y"": ""Comedy""}"	"Chapman University hosts a televised interview with psychologist Dr. Abigail Tyler . She tells a story of a close encounter incident at Nome, Alaska, in October 2000. In August 2000, Tyler's husband, Will, is mysteriously murdered one night in his sleep, leaving her to raise their two children, Ashley  and Ronnie . Tyler tapes hypnotherapy sessions with three different patients, all of whom have the same experience: every night they see a white owl staring at them through their windows. Tyler puts two of the three patients under hypnosis, and while under, both patients recount similar terrifying stories of creatures attempting to enter their homes. Tommy Fisher , her first patient to go under hypnosis, returns home, kills his family and commits suicide. After hearing the similarities in the accounts of nightly occurrences, Abbey suspects these patients may have been victims of a non-human kidnapping. There is evidence that she herself may have been abducted when an assistant of hers gives her a tape recorder, the tape plays her voice and then there is the sound of something entering her home and attacking her. The attacker speaks in an unknown language. Abbey, though, has no memory of it. Dr. Abel Campos , a psychologist from Anchorage and Tyler's colleague, is suspicious of the claims. Later, Tyler calls upon Dr. Odusami , a specialist in ancient languages who was a contact of her late husband, to identify the mysterious language that is spoken during the supposed abductions. Odusami identifies the language as Sumerian. Later, Tyler's daughter, Ashley, is abducted and Sheriff August , not believing in her abduction theory, accuses her of her daughter's disappearance and remove Ronnie from her custody. Ronnie, though, goes with them willingly, not believing the alien abduction theory either. Tyler undergoes hypnosis in an attempt to make contact with these beings and reunite with her daughter. Campos and Odusami videotape the session, and once hypnotized, it is revealed that Tyler witnessed the abduction of her daughter and also shows scenes of her own abduction, showing part of the abductors ship and it is hinted that they possibly took some human egg cells from Abbey as well. the camera scrambles, and Abbey begs to the alien that abducted Ashley to return her, the creature replies, saying that its own child was never returned to it and then calls its self the savoir, then the father and finally ends with ""i am...God"" . when the encounter ends Campos and Odusami rush over to the now unconscious Abbey and then they notice something out of camera's view, the camera scrambles again, and a volatile voice yells ""Zimabu Eter!"" which supposedly translates to ""Spirit from whom you cannot be saved"" in English. When the camera unscrambles it shows that all three of them are gone. The film cuts to an interview with Tyler in which she explains that all three were abducted during that hypnosis session and none have memory of what happened. The film returns to the aftermath of Abbey's hypnosis session. She wakes up in a hospital after breaking her neck in the abduction. There, Sheriff August reveals that Will had actually committed suicide, showing that Abbey's belief that he was murdered was merely a delusion. Later it is shown that Abbey is paralyzed, presumably due to her neck injury. The film then returns to the present interview, where the Interviewer asks Abbey how they, he and the viewers, can believe her if most of what she thought was only in her mind, Abbey tearfully tells him that she has to believe that Ashley is still alive, the interviewer ends the interview as Abbey breaks down in tears. In the film's epilogue, it states that Abbey was cleared of all charges against her, leaves Alaska for the East Coast, but still continues to search for Ashley. Campos remains a psychologist and Odusami becomes a professor at a Canadian university. Both men, as well as Sheriff August refuse to be involved with the interview, while Abbey's son Ronnie remains estranged from Abbey and still blames her for Ashley's disappearance. However, Ashley is never found. The TV host then leaves the conclusions up to the viewer. During the credits, audio recordings of people recounting UFO sightings begin to play."
23993252	/m/07k673p	Appointment with Crime	1946		92	{}	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama""}"	Leo Martin  works for a criminal gang run by Gus Loman  that primarily uses a smash and grab tactic. During one particular risky robbery heist, Leo breaks the window at a jewelry store only to have his wrists broken by a gate falling. He is soon caught and brought to prison to serve his term. Throughout his stay, Leo does not reveal who he is working for to the authorities but instead serves his time angered by Gus for running out on him during the robbery. When Leo is released he returns to Gus to obtain a job. Gus harshly rebuffs him and points out how Leo’s injured wrists would prevent him from working as a thief. This leads to Leo to seek complete vengeance against Gus. He decides to frame Gus for murder by stealing his gun and murdering a cab driver. He manages to provide himself with an alibi to avoid any prosecution. During this scheme he meets Carol Dane  who is unaware of his true nature. The two begin a romance. Later, he confronts Gus with the understanding that if he does not give Leo money, Leo will hand over the gun to the police. After Gus gives Leo his money he contacts Gregory Lang  who he is actually working under. Gregory is an antiques dealer who hired Gus to steal jewelry and art pieces for him. Meanwhile, Leo learns that Detective Inspector Rogers is investigating the murder case. He attempts to assure Rogers that he is attempting to live a life away from crime but Rogers continues to question Leo’s character and whereabouts during the night of the murder. Things begin to go downhill when Leo and Gregory learn that it was actually Gregory’s gun that was used rather than Gus’. Gregory becomes upset and has his companion plot to murder Gus while forcefully threatening Leo. Leo’s wrists are crushed again but he and Gus reach a deal for Leo to bring back the gun and steal a jewel. All the while, Rogers uncovers more and more clues. When Leo steals the jewel and brings back the gun to Gregory, a gunfight ensues leaving Gregory dead. As Leo jumps on the train to run away with Carol, she confronts him about his lies. Soon after, Rogers arrives after finally learning that Leo murdered the cab driver. He prepares to apprehend Leo but Leo tries to jump out of the train window only to have the window slam shut on his wrists.
23993526	/m/06xfsqm	Cousin Bobby	1992-09-04		69	{}	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/0219x_"": ""Indie"", ""/m/0jtdp"": ""Documentary""}"	Leo Martin  works for a criminal gang run by Gus Loman  that primarily uses a smash and grab tactic. During one particular risky robbery heist, Leo breaks the window at a jewelry store only to have his wrists broken by a gate falling. He is soon caught and brought to prison to serve his term. Throughout his stay, Leo does not reveal who he is working for to the authorities but instead serves his time angered by Gus for running out on him during the robbery. When Leo is released he returns to Gus to obtain a job. Gus harshly rebuffs him and points out how Leo’s injured wrists would prevent him from working as a thief. This leads to Leo to seek complete vengeance against Gus. He decides to frame Gus for murder by stealing his gun and murdering a cab driver. He manages to provide himself with an alibi to avoid any prosecution. During this scheme he meets Carol Dane  who is unaware of his true nature. The two begin a romance. Later, he confronts Gus with the understanding that if he does not give Leo money, Leo will hand over the gun to the police. After Gus gives Leo his money he contacts Gregory Lang  who he is actually working under. Gregory is an antiques dealer who hired Gus to steal jewelry and art pieces for him. Meanwhile, Leo learns that Detective Inspector Rogers is investigating the murder case. He attempts to assure Rogers that he is attempting to live a life away from crime but Rogers continues to question Leo’s character and whereabouts during the night of the murder. Things begin to go downhill when Leo and Gregory learn that it was actually Gregory’s gun that was used rather than Gus’. Gregory becomes upset and has his companion plot to murder Gus while forcefully threatening Leo. Leo’s wrists are crushed again but he and Gus reach a deal for Leo to bring back the gun and steal a jewel. All the while, Rogers uncovers more and more clues. When Leo steals the jewel and brings back the gun to Gregory, a gunfight ensues leaving Gregory dead. As Leo jumps on the train to run away with Carol, she confronts him about his lies. Soon after, Rogers arrives after finally learning that Leo murdered the cab driver. He prepares to apprehend Leo but Leo tries to jump out of the train window only to have the window slam shut on his wrists.
23994169	/m/07k969p	The Beirut Apt	2007		50	"{""/m/02h40lc"": ""English Language""}"	"{""/m/03rjj"": ""Italy"", ""/m/07ssc"": ""United Kingdom""}"	"{""/m/0hn10"": ""LGBT"", ""/m/0jtdp"": ""Documentary""}"	Leo Martin  works for a criminal gang run by Gus Loman  that primarily uses a smash and grab tactic. During one particular risky robbery heist, Leo breaks the window at a jewelry store only to have his wrists broken by a gate falling. He is soon caught and brought to prison to serve his term. Throughout his stay, Leo does not reveal who he is working for to the authorities but instead serves his time angered by Gus for running out on him during the robbery. When Leo is released he returns to Gus to obtain a job. Gus harshly rebuffs him and points out how Leo’s injured wrists would prevent him from working as a thief. This leads to Leo to seek complete vengeance against Gus. He decides to frame Gus for murder by stealing his gun and murdering a cab driver. He manages to provide himself with an alibi to avoid any prosecution. During this scheme he meets Carol Dane  who is unaware of his true nature. The two begin a romance. Later, he confronts Gus with the understanding that if he does not give Leo money, Leo will hand over the gun to the police. After Gus gives Leo his money he contacts Gregory Lang  who he is actually working under. Gregory is an antiques dealer who hired Gus to steal jewelry and art pieces for him. Meanwhile, Leo learns that Detective Inspector Rogers is investigating the murder case. He attempts to assure Rogers that he is attempting to live a life away from crime but Rogers continues to question Leo’s character and whereabouts during the night of the murder. Things begin to go downhill when Leo and Gregory learn that it was actually Gregory’s gun that was used rather than Gus’. Gregory becomes upset and has his companion plot to murder Gus while forcefully threatening Leo. Leo’s wrists are crushed again but he and Gus reach a deal for Leo to bring back the gun and steal a jewel. All the while, Rogers uncovers more and more clues. When Leo steals the jewel and brings back the gun to Gregory, a gunfight ensues leaving Gregory dead. As Leo jumps on the train to run away with Carol, she confronts him about his lies. Soon after, Rogers arrives after finally learning that Leo murdered the cab driver. He prepares to apprehend Leo but Leo tries to jump out of the train window only to have the window slam shut on his wrists.
23994172	/m/07kdn6t	Jackpot	1960		71	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}"	Leo Martin  works for a criminal gang run by Gus Loman  that primarily uses a smash and grab tactic. During one particular risky robbery heist, Leo breaks the window at a jewelry store only to have his wrists broken by a gate falling. He is soon caught and brought to prison to serve his term. Throughout his stay, Leo does not reveal who he is working for to the authorities but instead serves his time angered by Gus for running out on him during the robbery. When Leo is released he returns to Gus to obtain a job. Gus harshly rebuffs him and points out how Leo’s injured wrists would prevent him from working as a thief. This leads to Leo to seek complete vengeance against Gus. He decides to frame Gus for murder by stealing his gun and murdering a cab driver. He manages to provide himself with an alibi to avoid any prosecution. During this scheme he meets Carol Dane  who is unaware of his true nature. The two begin a romance. Later, he confronts Gus with the understanding that if he does not give Leo money, Leo will hand over the gun to the police. After Gus gives Leo his money he contacts Gregory Lang  who he is actually working under. Gregory is an antiques dealer who hired Gus to steal jewelry and art pieces for him. Meanwhile, Leo learns that Detective Inspector Rogers is investigating the murder case. He attempts to assure Rogers that he is attempting to live a life away from crime but Rogers continues to question Leo’s character and whereabouts during the night of the murder. Things begin to go downhill when Leo and Gregory learn that it was actually Gregory’s gun that was used rather than Gus’. Gregory becomes upset and has his companion plot to murder Gus while forcefully threatening Leo. Leo’s wrists are crushed again but he and Gus reach a deal for Leo to bring back the gun and steal a jewel. All the while, Rogers uncovers more and more clues. When Leo steals the jewel and brings back the gun to Gregory, a gunfight ensues leaving Gregory dead. As Leo jumps on the train to run away with Carol, she confronts him about his lies. Soon after, Rogers arrives after finally learning that Leo murdered the cab driver. He prepares to apprehend Leo but Leo tries to jump out of the train window only to have the window slam shut on his wrists.
23994191	/m/02rm_98	Undertaking Betty	2005-11-12		88	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3nyp"": ""Workplace Comedy""}"	"Boris Plots, director of Plots Funeral Homes in the fictional Welsh village of Wrottin Powys, dreamed of only two things as a young boy: dancing and Betty. Betty secretly loved Boris, but could not fight her father's wishes, so she was married off to a gold digger. Boris gave up his dreams and took over the family's undertaking business. Everything has remained status quo in their lives until Betty's mother-in-law dies. Boris and Betty are thrust together again and as they discuss the funeral arrangements for Betty's mother-in-law, the old spark is rekindled. Her funeral will be held at Plots Funeral Homes, much to the chagrin of rival funeral director, Frank Featherbed. Featherbed, an American, is determined to revolutionise the undertaking business in Britain through the innovation of ""theme"" funerals. Boris discovers that the only obstacle between their love for one another, is her marriage to the two-timing Mayor. In a desperate bid for happiness Boris and Betty decide to stage her death and run away together."
23994207	/m/07khn2t	The Desperate Man	1959-12		57	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}"	"Boris Plots, director of Plots Funeral Homes in the fictional Welsh village of Wrottin Powys, dreamed of only two things as a young boy: dancing and Betty. Betty secretly loved Boris, but could not fight her father's wishes, so she was married off to a gold digger. Boris gave up his dreams and took over the family's undertaking business. Everything has remained status quo in their lives until Betty's mother-in-law dies. Boris and Betty are thrust together again and as they discuss the funeral arrangements for Betty's mother-in-law, the old spark is rekindled. Her funeral will be held at Plots Funeral Homes, much to the chagrin of rival funeral director, Frank Featherbed. Featherbed, an American, is determined to revolutionise the undertaking business in Britain through the innovation of ""theme"" funerals. Boris discovers that the only obstacle between their love for one another, is her marriage to the two-timing Mayor. In a desperate bid for happiness Boris and Betty decide to stage her death and run away together."
23994350	/m/07k51_d	The F Word	2005		77	{}	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03mqtr"": ""Political drama"", ""/m/0jtdp"": ""Documentary""}"	Joe Pace, a radio talk show host whose program, The F Word, is being shut down by the U.S. Federal Communications Commission  after racking up over $1 million in unpaid indecency fines. On his last day on the air, which coincides with the last day of the 2004 Republican National Convention, Joe sets off to broadcast his own one-man march through Manhattan.
23994681	/m/07kgbz3	Earthworm Tractors	1936-07-24		69	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}"	In this slapstick romantic comedy, Alexander Botts is egged on by his sweetheart Sally to do great things, so he writes a letter to the Earthworm Tractor company, and is hired as a salesman. He gets fired more than once, but is rehired by getting orders. He falls in love with Mabel, daughter of cranky Sam. Eventually he proves a super salesman by selling many tractors to Sam, and wins Mabel's love.Harrison's Reports film review; July 25, 1936, page 119.
23995219	/m/07kd6rg	Affairs of Cappy Ricks	1937			"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}"	Cappy Ricks  has returned home from a long voyage at sea only to find that his family and business are not as he left them. His daughter Frankie  is engaged to a dimwit that he isn't fond of. His future mother-in-law has plans for his business and for his prized ship. Cappy Ricks knows he has to end the chaos and set things straight. Now all he needs is a plan.
23995955	/m/07khcfx	Midnight Bayou	2009-03-28		120	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/015w9s"": ""Television movie"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}"	The film revolves around Harvard-educated lawyer Declan Fitzpatrick ; who impulsively gives up his settled life to buy Manet Hall, a newly restored plantation manor near New Orleans, which he has always been drawn to. Local legends claim that the house is haunted, and shortly after Declan moves in he begins hearing voices and seeing things. Declan is also distracted by an undeniable attraction to Cajun local, Lena Simone. Lena was raised on the bayou by her grandmother Odette , and has her own deep connection with the manor. While living in the house, Declan begins to have visions from a century past and details of events that took place in the mansion. With the help of Odette, Declan and Lena realize that they are inextricably linked with Manet Hall, and uncover a shocking secret that has been hidden there for more than 100 years.
23996857	/m/07kf6ll	Metal of Honor	2006-09-05			"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/0jtdp"": ""Documentary""}"	The film revolves around Harvard-educated lawyer Declan Fitzpatrick ; who impulsively gives up his settled life to buy Manet Hall, a newly restored plantation manor near New Orleans, which he has always been drawn to. Local legends claim that the house is haunted, and shortly after Declan moves in he begins hearing voices and seeing things. Declan is also distracted by an undeniable attraction to Cajun local, Lena Simone. Lena was raised on the bayou by her grandmother Odette , and has her own deep connection with the manor. While living in the house, Declan begins to have visions from a century past and details of events that took place in the mansion. With the help of Odette, Declan and Lena realize that they are inextricably linked with Manet Hall, and uncover a shocking secret that has been hidden there for more than 100 years.
23998053	/m/07kj1kg	Mr. Reckless	1948-03-26		100	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}"	The film revolves around Harvard-educated lawyer Declan Fitzpatrick ; who impulsively gives up his settled life to buy Manet Hall, a newly restored plantation manor near New Orleans, which he has always been drawn to. Local legends claim that the house is haunted, and shortly after Declan moves in he begins hearing voices and seeing things. Declan is also distracted by an undeniable attraction to Cajun local, Lena Simone. Lena was raised on the bayou by her grandmother Odette , and has her own deep connection with the manor. While living in the house, Declan begins to have visions from a century past and details of events that took place in the mansion. With the help of Odette, Declan and Lena realize that they are inextricably linked with Manet Hall, and uncover a shocking secret that has been hidden there for more than 100 years.
23998065	/m/07k7s_t	Portrait of Alison	1955			{}	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/0lsxr"": ""Crime Fiction""}"	The film opens with a car plunging over a cliff in Italy. The killed driver is newspaperman Lewis Forrester. The woman with him is supposedly Alison Ford, an actress. But she wasn’t actually in the car and turns up later in England to try and solve what was in truth a murder to shut the newspaper man up, not an accident. She solicits the help of Forrester's brother, Tim, an artist. Then, as the story unfolds, a number of mysterious, unsolved questions keep emerging, along with two more murders and a suicide. And before it's over it has been learned that an international ring of diamond thieves is at the bottom of everything, that no less than four of the major characters are part of it, and that an independent blackmailer is at work as well.
23998137	/m/07kh2pl	Daniel Boone, Trail Blazer	1956-10-05		90	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/017fp"": ""Biography"", ""/m/03k9fj"": ""Adventure"", ""/m/04xvlr"": ""Period piece""}"	During the American War of Independence, the settlement of Boonesborough, Kentucky is besieged by both hostile Indian tribes and the British. Overtures of peace fail that culminates in a frontal assault on the fort.
23998241	/m/07kdyb3	The Lucky Horseshoe				{}	{}	"{""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film""}"	Following the death of the owner of the Hunt ranch, foreman Tom Foster  assumes responsibility for the property, taking also into his care Eleanor Hunt , the beautiful daughter of the late owner. Although he falls in love with the girl, Tom is too diffident to express his feelings and propose marriage. Soon after, Eleanor is asked to accompany her aunt to Europe. Two years later, Eleanor returns from Europe with condescending airs, accompanied by Denman , her wealthy European fiancée. Eleanor announces that she plans to hold the wedding at the ranch, which has been renovated by Tom and transformed into a successful tourist destination. Tom's friend, Mack , tells Tom about the rakish exploits of Don Juan, hoping to instill in him a bit of romance. Wanting to eliminate any competition, Denman instructs his men to kidnap Tom and keep him prisoner until after the wedding. Tom is knocked on the head and dreams that he is the fabled Juan, fighting like a lion for love. When he wakes up, Tom frees himself from his bonds and rides back to the ranch, where he arrives just in time to prevent the wedding. Afterwards, Tom and Eleanor are married.
23998270	/m/07kf220	It Happened One Sunday	1944-07-28		97	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}"	Darly Peters  is a brassy waitress and former stripper who used to use the stage name Pillow Talk. Darly is on her way to Alaska to claim a home being built for her and return to the family she abandoned eighteen years earlier. She meets Marianne Johnson , a quiet waif who just walked out on her abusive husband. Darly allows Marianne to tag along as they journey across country to Alaska. Along the way, they meet a collection of colorful characters, including a strange-talking waitress named 66 , and Walt , a road guy who recognizes Darly as the former Pillow Talk and wants to pay her big money for sex. The women finally make it to Alaska, where Darly finds that the house she was expecting to find has never been built. The two set up in a house trailer and, with the Alaskan wilderness as a backdrop, they begin to reevaluate their lives.
23998323	/m/07kcnyk	High Jinks in Society	1949-12		78	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/05p553"": ""Comedy film""}"	Darly Peters  is a brassy waitress and former stripper who used to use the stage name Pillow Talk. Darly is on her way to Alaska to claim a home being built for her and return to the family she abandoned eighteen years earlier. She meets Marianne Johnson , a quiet waif who just walked out on her abusive husband. Darly allows Marianne to tag along as they journey across country to Alaska. Along the way, they meet a collection of colorful characters, including a strange-talking waitress named 66 , and Walt , a road guy who recognizes Darly as the former Pillow Talk and wants to pay her big money for sex. The women finally make it to Alaska, where Darly finds that the house she was expecting to find has never been built. The two set up in a house trailer and, with the Alaskan wilderness as a backdrop, they begin to reevaluate their lives.
23998513	/m/07k8t0y	Nell Gwynn	1934-08		85	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/03hn0"": ""Historical drama""}"	Darly Peters  is a brassy waitress and former stripper who used to use the stage name Pillow Talk. Darly is on her way to Alaska to claim a home being built for her and return to the family she abandoned eighteen years earlier. She meets Marianne Johnson , a quiet waif who just walked out on her abusive husband. Darly allows Marianne to tag along as they journey across country to Alaska. Along the way, they meet a collection of colorful characters, including a strange-talking waitress named 66 , and Walt , a road guy who recognizes Darly as the former Pillow Talk and wants to pay her big money for sex. The women finally make it to Alaska, where Darly finds that the house she was expecting to find has never been built. The two set up in a house trailer and, with the Alaskan wilderness as a backdrop, they begin to reevaluate their lives.
23998704	/m/07k62ys	Limelight	1937-06-25		80	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}"	This drama musical romance features street singing. Dance Director was Ralph Reader. His work was so appreciated by Herbert Wilcox that he created a part for Ralph to dance with his wife Anna Neagle in the actual film.
23998788	/m/07kj1l6	Quiet Wedding	1941-04-19		80	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/01z4y"": ""Comedy""}"	This drama musical romance features street singing. Dance Director was Ralph Reader. His work was so appreciated by Herbert Wilcox that he created a part for Ralph to dance with his wife Anna Neagle in the actual film.
23999017	/m/0cjc8bb	The Legacy	2009		96	"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/0d060g"": ""Canada""}"	"{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}"	The film is the third of a trilogy started with La Neuvaine  in 2005 and Contre toute espérance  in 2007, all directed by Bernard Émond. Dr. Rainville , an aging country doctor with a deep attachment to his patients, is about to retire and is looking for a successor. Jeanne Dion , an emergency room doctor from Montreal, agrees to go to a small town in Abitibi named Normétal to replace him for a few weeks, with no plans for an extended stay. When Dr. Rainville suddenly dies, Jeanne must decide if she’ll take over the job, and its inherent responsibilities, for the long-term. The film also stars Eric Hoziel, Sylvain Marcel, Angèle Coutu, Michel Daigle and Danielle Filtault.
